word_id,sentence_id,sentence,context,word,label,special_tags,is_correct,corrected_label,corrected_special_tags,is_dirty,notes
929,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",", de ko ba alam",ko,FIL,,TRUE,,,,
930,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",de ko ba alam kung,ba,FIL,,TRUE,,,,
931,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",ko ba alam kung natatakpan,alam,FIL,,TRUE,,,,
932,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",ba alam kung natatakpan ng,kung,FIL,,TRUE,,,,
933,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",alam kung natatakpan ng kasikatan,natatakpan,FIL,,TRUE,,,,
934,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",kung natatakpan ng kasikatan ang,ng,FIL,,TRUE,,,,
935,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",natatakpan ng kasikatan ang kakornihan,kasikatan,FIL,,TRUE,,,,
936,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",ng kasikatan ang kakornihan nya,ang,FIL,,TRUE,,,,
937,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",kasikatan ang kakornihan nya o,kakornihan,FIL,,TRUE,,,,
938,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",ang kakornihan nya o talagang,nya,FIL,,TRUE,,,,
939,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",kakornihan nya o talagang marmi,o,FIL,,TRUE,,,,
940,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",nya o talagang marmi lng,talagang,FIL,,TRUE,,,,
941,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",o talagang marmi lng talagang,marmi,FIL,,TRUE,,,,
942,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",talagang marmi lng talagang jejemon,lng,FIL,,TRUE,,,,
943,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",marmi lng talagang jejemon sa,talagang,FIL,,TRUE,,,,
944,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",lng talagang jejemon sa pinas,jejemon,FIL,,TRUE,,,,
945,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",talagang jejemon sa pinas ?,sa,FIL,,TRUE,,,,
946,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",jejemon sa pinas ?,pinas,FIL,NE,TRUE,,,,
947,52,"Deko alam bakit gustong gusto ng mga pinoy si cong , as i can see napakakorny nya , de ko ba alam kung natatakpan ng kasikatan ang kakornihan nya o talagang marmi lng talagang jejemon sa pinas ?",sa pinas ?,?,SYM,,TRUE,,,,
948,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",Dahil makikita ninyo,Dahil,FIL,,TRUE,,,,
949,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",Dahil makikita ninyo ang,makikita,FIL,,TRUE,,,,
950,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",Dahil makikita ninyo ang Diyos,ninyo,FIL,,TRUE,,,,
951,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .","makikita ninyo ang Diyos ,",ang,FIL,,TRUE,,,,
952,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .","ninyo ang Diyos , sa",Diyos,FIL,NE,TRUE,,,,
953,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .","ang Diyos , sa gayon",",",SYM,,TRUE,,,,
954,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .","Diyos , sa gayon Siya",sa,FIL,,TRUE,,,,
955,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",", sa gayon Siya ang",gayon,FIL,,TRUE,,,,
956,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",sa gayon Siya ang inyong,Siya,FIL,,TRUE,,,,
957,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",gayon Siya ang inyong magiging,ang,FIL,,TRUE,,,,
958,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",Siya ang inyong magiging Diyos,inyong,FIL,,TRUE,,,,
959,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",ang inyong magiging Diyos magpakailanman,magiging,FIL,,TRUE,,,,
960,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .","inyong magiging Diyos magpakailanman ,",Diyos,FIL,NE,TRUE,,,,
961,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .","magiging Diyos magpakailanman , mula",magpakailanman,FIL,,TRUE,,,,
962,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .","Diyos magpakailanman , mula sa",",",SYM,,TRUE,,,,
963,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .","magpakailanman , mula sa umpisa",mula,FIL,,TRUE,,,,
964,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",", mula sa umpisa magpahanggang",sa,FIL,,TRUE,,,,
965,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",mula sa umpisa magpahanggang sa,umpisa,FIL,,TRUE,,,,
966,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",sa umpisa magpahanggang sa hinaharap,magpahanggang,FIL,,TRUE,,,,
967,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",umpisa magpahanggang sa hinaharap .,sa,FIL,,TRUE,,,,
968,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",magpahanggang sa hinaharap .,hinaharap,FIL,,TRUE,,,,
969,53,"Dahil makikita ninyo ang Diyos , sa gayon Siya ang inyong magiging Diyos magpakailanman , mula sa umpisa magpahanggang sa hinaharap .",sa hinaharap .,.,SYM,,TRUE,,,,
970,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,Eh diba kayong,Eh,UNK,EXPR,TRUE,,,,
971,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,Eh diba kayong mga,diba,FIL,,TRUE,,,,
972,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,Eh diba kayong mga bumoboto,kayong,FIL,,TRUE,,,,
973,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,diba kayong mga bumoboto nakasalalay,mga,FIL,,TRUE,,,,
974,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,kayong mga bumoboto nakasalalay sa,bumoboto,FIL,,TRUE,,,,
975,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,mga bumoboto nakasalalay sa inyo,nakasalalay,FIL,,TRUE,,,,
976,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,bumoboto nakasalalay sa inyo kung,sa,FIL,,TRUE,,,,
977,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,nakasalalay sa inyo kung sino,inyo,FIL,,TRUE,,,,
978,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,sa inyo kung sino ang,kung,FIL,,TRUE,,,,
979,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,inyo kung sino ang ihahalal,sino,FIL,,TRUE,,,,
980,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,kung sino ang ihahalal ?,ang,FIL,,TRUE,,,,
981,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,sino ang ihahalal ?,ihahalal,FIL,,TRUE,,,,
982,54,Eh diba kayong mga bumoboto nakasalalay sa inyo kung sino ang ihahalal ?,ang ihahalal ?,?,SYM,,TRUE,,,,
983,55,Ang sarap nang feeling na may kaibigan ka na mahal .,Ang sarap nang,Ang,FIL,,TRUE,,,,
984,55,Ang sarap nang feeling na may kaibigan ka na mahal .,Ang sarap nang feeling,sarap,FIL,,TRUE,,,,
985,55,Ang sarap nang feeling na may kaibigan ka na mahal .,Ang sarap nang feeling na,nang,FIL,,TRUE,,,,
986,55,Ang sarap nang feeling na may kaibigan ka na mahal .,sarap nang feeling na may,feeling,ENG,,TRUE,,,,
987,55,Ang sarap nang feeling na may kaibigan ka na mahal .,nang feeling na may kaibigan,na,FIL,,TRUE,,,,
988,55,Ang sarap nang feeling na may kaibigan ka na mahal .,feeling na may kaibigan ka,may,FIL,,TRUE,,,,
989,55,Ang sarap nang feeling na may kaibigan ka na mahal .,na may kaibigan ka na,kaibigan,FIL,,TRUE,,,,
990,55,Ang sarap nang feeling na may kaibigan ka na mahal .,may kaibigan ka na mahal,ka,FIL,,TRUE,,,,
991,55,Ang sarap nang feeling na may kaibigan ka na mahal .,kaibigan ka na mahal .,na,FIL,,TRUE,,,,
992,55,Ang sarap nang feeling na may kaibigan ka na mahal .,ka na mahal .,mahal,FIL,,TRUE,,,,
993,55,Ang sarap nang feeling na may kaibigan ka na mahal .,na mahal .,.,SYM,,TRUE,,,,
994,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,Hahaha sa tagal,Hahaha,UNK,EXPR,TRUE,,,,
995,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,Hahaha sa tagal ngayon,sa,FIL,,TRUE,,,,
996,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,Hahaha sa tagal ngayon nalang,tagal,FIL,,TRUE,,,,
997,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,sa tagal ngayon nalang nagkaron,ngayon,FIL,,TRUE,,,,
998,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,tagal ngayon nalang nagkaron ng,nalang,FIL,,TRUE,,,,
999,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,ngayon nalang nagkaron ng mahabang,nagkaron,FIL,,TRUE,,,,
1000,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,nalang nagkaron ng mahabang title,ng,FIL,,TRUE,,,,
1001,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,nagkaron ng mahabang title hahaha,mahabang,FIL,,TRUE,,,,
1002,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,ng mahabang title hahaha,title,ENG,,TRUE,,,,
1003,57,Hahaha sa tagal ngayon nalang nagkaron ng mahabang title hahaha,mahabang title hahaha,hahaha,UNK,EXPR,TRUE,,,,
1004,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,KoLab : Komunidad,KoLab,FIL,NE,FALSE,FIL,ABB_NE,FALSE,
1005,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,KoLab : Komunidad Laban,:,SYM,,TRUE,,,,
1006,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,KoLab : Komunidad Laban sa,Komunidad,FIL,,TRUE,,,,
1007,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,: Komunidad Laban sa COVID,Laban,FIL,,TRUE,,,,
1008,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,Komunidad Laban sa COVID ang,sa,FIL,,TRUE,,,,
1009,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,Laban sa COVID ang isa,COVID,ENG,ABB_NE,FALSE,UNK,ABB_NE,FALSE,
1010,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,sa COVID ang isa ring,ang,FIL,,TRUE,,,,
1011,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,COVID ang isa ring programang,isa,FIL,,TRUE,,,,
1012,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,ang isa ring programang inilunsad,ring,FIL,,TRUE,,,,
1013,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,isa ring programang inilunsad ngayong,programang,FIL,,TRUE,,,,
1014,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,ring programang inilunsad ngayong linggo,inilunsad,FIL,,TRUE,,,,
1015,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,programang inilunsad ngayong linggo at,ngayong,FIL,,TRUE,,,,
1016,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,inilunsad ngayong linggo at sinimulan,linggo,FIL,,TRUE,,,,
1017,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,ngayong linggo at sinimulan ito,at,FIL,,TRUE,,,,
1018,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,linggo at sinimulan ito sa,sinimulan,FIL,,TRUE,,,,
1019,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,at sinimulan ito sa Naga,ito,FIL,,TRUE,,,,
1020,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,sinimulan ito sa Naga City,sa,FIL,,TRUE,,,,
1021,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,ito sa Naga City .,Naga,UNK,NE,TRUE,,,,
1022,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,sa Naga City .,City,ENG,NE,FALSE,ENG,,FALSE,
1023,58,KoLab : Komunidad Laban sa COVID ang isa ring programang inilunsad ngayong linggo at sinimulan ito sa Naga City .,Naga City .,.,SYM,,TRUE,,,,
1024,59,Sinasabing pili ang mga pinagsasarang tindahan .,Sinasabing pili ang,Sinasabing,FIL,,TRUE,,,,
1025,59,Sinasabing pili ang mga pinagsasarang tindahan .,Sinasabing pili ang mga,pili,FIL,,TRUE,,,,
1026,59,Sinasabing pili ang mga pinagsasarang tindahan .,Sinasabing pili ang mga pinagsasarang,ang,FIL,,TRUE,,,,
1027,59,Sinasabing pili ang mga pinagsasarang tindahan .,pili ang mga pinagsasarang tindahan,mga,FIL,,TRUE,,,,
1028,59,Sinasabing pili ang mga pinagsasarang tindahan .,ang mga pinagsasarang tindahan .,pinagsasarang,FIL,,TRUE,,,,
1029,59,Sinasabing pili ang mga pinagsasarang tindahan .,mga pinagsasarang tindahan .,tindahan,FIL,,TRUE,,,,
1030,59,Sinasabing pili ang mga pinagsasarang tindahan .,pinagsasarang tindahan .,.,SYM,,TRUE,,,,
1031,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,Please pasagot po,Please,ENG,,TRUE,,,,
1032,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,Please pasagot po ayoko,pasagot,FIL,,TRUE,,,,
1033,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,Please pasagot po ayoko na,po,FIL,,TRUE,,,,
1034,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,pasagot po ayoko na po,ayoko,FIL,,TRUE,,,,
1035,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,po ayoko na po kasi,na,FIL,,TRUE,,,,
1036,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,ayoko na po kasi siyang,po,FIL,,TRUE,,,,
1037,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,na po kasi siyang maging,kasi,FIL,,TRUE,,,,
1038,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,po kasi siyang maging prof,siyang,FIL,,TRUE,,,,
1039,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,kasi siyang maging prof ulit,maging,FIL,,TRUE,,,,
1040,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,siyang maging prof ulit sa,prof,ENG,ABB,TRUE,,,,
1041,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,maging prof ulit sa next,ulit,FIL,,TRUE,,,,
1042,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,prof ulit sa next sem,sa,FIL,,TRUE,,,,
1043,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,ulit sa next sem,next,ENG,,TRUE,,,,
1044,60,Please pasagot po ayoko na po kasi siyang maging prof ulit sa next sem,sa next sem,sem,ENG,ABB,TRUE,,,,
1045,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,Bibigyan natin ng,Bibigyan,FIL,,TRUE,,,,
1046,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,Bibigyan natin ng flexibility,natin,FIL,,TRUE,,,,
1047,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,Bibigyan natin ng flexibility ang,ng,FIL,,TRUE,,,,
1048,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,natin ng flexibility ang ating,flexibility,ENG,,TRUE,,,,
1049,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,ng flexibility ang ating mga,ang,FIL,,TRUE,,,,
1050,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,flexibility ang ating mga government,ating,FIL,,TRUE,,,,
1051,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,ang ating mga government chief,mga,FIL,,TRUE,,,,
1052,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,ating mga government chief executive,government,ENG,,TRUE,,,,
1053,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,mga government chief executive para,chief,ENG,,TRUE,,,,
1054,61,Bibigyan natin ng flexibility ang ating mga government chief executive para i-determine sino ang mga kasama sa A5 ( We will start with A4 vaccination in NCR Plus 8 .,government chief executive para i-determine,executive,ENG,,TRUE,,,,
